1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
1.0,14.0,45.0,62.0,88.0,124.0,32.0,2.0
